gestion_id,folio,cliente_id,ejecutivo,fecha,tipo,resultado,observacion
1296,10311,C002,Valentina Soto,2024-02-03,Visita,No contesta,Cliente informó quiebra inminente
1297,10311,C002,Valentina Soto,2024-03-13,WhatsApp,Contactado,"Disputa factura, enviada a revisión"
1298,10314,C005,Andrés Torres,2024-11-25,Email,No contesta,Solicita plazo adicional de 30 días
1299,10314,C005,Andrés Torres,2024-12-28,Carta,Contactado,No se pudo contactar
1300,10314,C005,Andrés Torres,2024-11-19,Visita,Acuerdo firmado,Cliente indica que pagará fin de mes
1301,10314,C005,Andrés Torres,2025-01-30,Carta,Promesa de pago,"Disputa factura, enviada a revisión"
1302,10314,C005,Andrés Torres,2024-11-29,Visita,No contesta,Cliente informó quiebra inminente
1303,10314,C005,Andrés Torres,2024-11-22,Carta,Sin respuesta,"Disputa factura, enviada a revisión"
1304,10314,C005,Andrés Torres,2024-11-25,WhatsApp,Sin respuesta,
1305,10316,C014,María González,2025-02-09,WhatsApp,Contactado,No se pudo contactar
1306,10316,C014,María González,2024-12-21,Llamada,Acuerdo firmado,Cliente informó quiebra inminente
1307,10317,C013,Valentina Soto,2025-01-07,Llamada,Acuerdo firmado,Cliente indica que pagará fin de mes
1308,10317,C013,Valentina Soto,2025-01-29,WhatsApp,Número equivocado,Promete pago al 15 del mes
1309,10318,C010,Paola Muñoz,2023-12-19,Llamada,Sin respuesta,Cliente indica que pagará fin de mes
1310,10318,C010,Paola Muñoz,2024-07-03,Visita,Acuerdo firmado,No se pudo contactar
1311,10319,C013,Andrés Torres,2023-12-29,WhatsApp,Número equivocado,Cliente indica que pagará fin de mes
1312,10319,C013,Andrés Torres,2024-08-11,Visita,Acuerdo firmado,Promete pago al 15 del mes
1313,10319,C013,Andrés Torres,2025-01-29,WhatsApp,Contactado,Cliente informó quiebra inminente
1314,10319,C013,Andrés Torres,2025-03-01,Llamada,Acuerdo firmado,Cliente informó quiebra inminente
1315,10319,C013,Andrés Torres,2024-12-26,Email,Contactado,No se pudo contactar
1316,10319,C013,Andrés Torres,2023-05-17,WhatsApp,Número equivocado,No se pudo contactar
1317,10319,C013,Andrés Torres,2025-01-01,Email,Sin respuesta,Solicita plazo adicional de 30 días
1318,10320,C011,María González,2024-05-27,Visita,Acuerdo firmado,
1319,10320,C011,María González,2024-03-02,Email,No contesta,Cliente indica que pagará fin de mes
1320,10320,C011,María González,2023-12-28,Email,Promesa de pago,Promete pago al 15 del mes
1321,10320,C011,María González,2024-08-16,Carta,Promesa de pago,Solicita plazo adicional de 30 días
1322,10320,C011,María González,2024-02-11,Visita,Promesa de pago,Cliente informó quiebra inminente
1323,10321,C008,María González,2024-12-16,Llamada,Sin respuesta,Solicita plazo adicional de 30 días
1324,10321,C008,María González,2024-09-27,Email,Sin respuesta,Cliente indica que pagará fin de mes
1325,10321,C008,María González,2024-12-30,Carta,No contesta,"Disputa factura, enviada a revisión"
1326,10321,C008,María González,2025-02-23,Email,Contactado,Cliente informó quiebra inminente
1327,10321,C008,María González,2024-10-31,Visita,Número equivocado,
1328,10322,C013,Valentina Soto,2024-10-15,WhatsApp,Promesa de pago,Acuerdo de cuotas establecido
1329,10322,C013,Valentina Soto,2024-07-25,Carta,No contesta,No se pudo contactar
1330,10322,C013,Valentina Soto,2024-08-12,Llamada,Acuerdo firmado,"Disputa factura, enviada a revisión"
1331,10322,C013,Valentina Soto,2023-12-25,Email,Número equivocado,"Disputa factura, enviada a revisión"
1332,10322,C013,Valentina Soto,2024-08-18,WhatsApp,No contesta,"Disputa factura, enviada a revisión"
1333,10322,C013,Valentina Soto,2024-08-26,Carta,Número equivocado,Promete pago al 15 del mes
1334,10323,C012,María González,2024-10-12,Email,Contactado,Cliente informó quiebra inminente
1335,10323,C012,María González,2024-07-04,Llamada,Promesa de pago,Cliente indica que pagará fin de mes
1336,10323,C012,María González,2024-11-21,Llamada,No contesta,Acuerdo de cuotas establecido
1337,10323,C012,María González,2024-10-22,Email,Número equivocado,Cliente informó quiebra inminente
1338,10325,C011,Paola Muñoz,2024-02-06,Email,No contesta,Acuerdo de cuotas establecido
1339,10326,C014,Valentina Soto,2024-03-07,Carta,Número equivocado,Solicita plazo adicional de 30 días
1340,10326,C014,Valentina Soto,2024-07-08,WhatsApp,No contesta,Solicita plazo adicional de 30 días
1341,10326,C014,Valentina Soto,2024-02-12,Llamada,No contesta,Acuerdo de cuotas establecido
1342,10327,C002,Andrés Torres,2023-09-30,Email,Acuerdo firmado,No se pudo contactar
1343,10327,C002,Andrés Torres,2024-08-20,Email,Promesa de pago,
1344,10328,C006,Valentina Soto,2024-12-23,Carta,Número equivocado,Solicita plazo adicional de 30 días
1345,10328,C006,Valentina Soto,2025-02-01,WhatsApp,Acuerdo firmado,No se pudo contactar
1346,10328,C006,Valentina Soto,2024-10-20,Email,No contesta,"Disputa factura, enviada a revisión"
1347,10328,C006,Valentina Soto,2024-11-08,WhatsApp,Acuerdo firmado,Cliente informó quiebra inminente
1348,10329,C010,Andrés Torres,2025-01-02,Visita,Número equivocado,"Disputa factura, enviada a revisión"
1349,10329,C010,Andrés Torres,2023-06-16,WhatsApp,Sin respuesta,"Disputa factura, enviada a revisión"
1350,10329,C010,Andrés Torres,2024-10-29,Carta,No contesta,Cliente informó quiebra inminente
1351,10329,C010,Andrés Torres,2024-01-08,Llamada,Número equivocado,Acuerdo de cuotas establecido
1352,10329,C010,Andrés Torres,2023-09-06,WhatsApp,Sin respuesta,
1353,10329,C010,Andrés Torres,2023-11-30,Llamada,Acuerdo firmado,No se pudo contactar
1354,10330,C007,Paola Muñoz,2024-12-11,Visita,Número equivocado,Cliente informó quiebra inminente
1355,10330,C007,Paola Muñoz,2024-12-06,WhatsApp,Acuerdo firmado,Solicita plazo adicional de 30 días
1356,10330,C007,Paola Muñoz,2024-09-06,Carta,Sin respuesta,
1357,10331,C008,Valentina Soto,2024-10-21,Carta,Sin respuesta,Promete pago al 15 del mes
1358,10331,C008,Valentina Soto,2024-12-02,WhatsApp,Número equivocado,Cliente indica que pagará fin de mes
1359,10331,C008,Valentina Soto,2024-08-14,Email,No contesta,
1360,10331,C008,Valentina Soto,2025-01-28,Email,Acuerdo firmado,"Disputa factura, enviada a revisión"
1361,10331,C008,Valentina Soto,2024-09-08,Visita,Acuerdo firmado,Solicita plazo adicional de 30 días
1362,10331,C008,Valentina Soto,2025-02-16,Carta,Promesa de pago,No se pudo contactar
1363,10331,C008,Valentina Soto,2024-07-26,Llamada,Promesa de pago,
1364,10331,C008,Valentina Soto,2024-11-01,Carta,No contesta,Cliente indica que pagará fin de mes
1365,10332,C003,María González,2025-01-17,WhatsApp,Promesa de pago,Promete pago al 15 del mes
1366,10332,C003,María González,2024-11-15,Visita,Acuerdo firmado,Promete pago al 15 del mes
1367,10332,C003,María González,2024-08-22,Visita,Promesa de pago,Acuerdo de cuotas establecido
1368,10332,C003,María González,2024-09-06,Llamada,No contesta,
1369,10332,C003,María González,2024-04-07,Carta,Número equivocado,No se pudo contactar
1370,10332,C003,María González,2024-08-13,Llamada,Promesa de pago,No se pudo contactar
1371,10332,C003,María González,2024-05-21,Email,Contactado,No se pudo contactar
1372,10332,C003,María González,2023-10-24,Carta,Contactado,"Disputa factura, enviada a revisión"
1373,10333,C009,Paola Muñoz,2024-02-23,Carta,Promesa de pago,Acuerdo de cuotas establecido
1374,10333,C009,Paola Muñoz,2024-05-13,Email,Número equivocado,Solicita plazo adicional de 30 días
1375,10333,C009,Paola Muñoz,2025-02-12,Carta,Contactado,Acuerdo de cuotas establecido
1376,10333,C009,Paola Muñoz,2024-05-20,Carta,Acuerdo firmado,Promete pago al 15 del mes
1377,10333,C009,Paola Muñoz,2023-08-18,Visita,Número equivocado,Solicita plazo adicional de 30 días
1378,10333,C009,Paola Muñoz,2024-09-16,Email,No contesta,"Disputa factura, enviada a revisión"
1379,10334,C006,Paola Muñoz,2024-10-13,WhatsApp,Sin respuesta,
1380,10334,C006,Paola Muñoz,2025-02-15,Visita,Promesa de pago,No se pudo contactar
1381,10334,C006,Paola Muñoz,2024-11-03,Email,Acuerdo firmado,Promete pago al 15 del mes
1382,10334,C006,Paola Muñoz,2024-10-07,Visita,Acuerdo firmado,Cliente indica que pagará fin de mes
1383,10334,C006,Paola Muñoz,2024-11-18,Email,Sin respuesta,Solicita plazo adicional de 30 días
1384,10334,C006,Paola Muñoz,2024-11-01,Llamada,Acuerdo firmado,Cliente informó quiebra inminente
1385,10334,C006,Paola Muñoz,2024-11-09,Email,Acuerdo firmado,Promete pago al 15 del mes
1386,10334,C006,Paola Muñoz,2025-02-06,Visita,Número equivocado,Acuerdo de cuotas establecido
1387,10335,C011,Paola Muñoz,2025-02-14,Llamada,Sin respuesta,Cliente indica que pagará fin de mes
1388,10335,C011,Paola Muñoz,2024-10-22,Email,Promesa de pago,Promete pago al 15 del mes
1389,10335,C011,Paola Muñoz,2024-12-23,Email,Acuerdo firmado,No se pudo contactar
1390,10335,C011,Paola Muñoz,2025-01-31,Visita,No contesta,
1391,10335,C011,Paola Muñoz,2024-10-14,Carta,Sin respuesta,
1392,10335,C011,Paola Muñoz,2025-02-27,Carta,Contactado,Solicita plazo adicional de 30 días
1393,10336,C009,Valentina Soto,2024-12-08,Email,Contactado,
1394,10336,C009,Valentina Soto,2023-06-18,Email,No contesta,No se pudo contactar
1395,10338,C014,Valentina Soto,2023-12-17,Email,No contesta,Acuerdo de cuotas establecido
1396,10338,C014,Valentina Soto,2025-01-05,WhatsApp,Contactado,
1397,10338,C014,Valentina Soto,2023-04-29,Carta,Sin respuesta,Cliente indica que pagará fin de mes
1398,10338,C014,Valentina Soto,2023-08-24,Carta,Acuerdo firmado,Promete pago al 15 del mes
1399,10338,C014,Valentina Soto,2023-08-09,Llamada,No contesta,Promete pago al 15 del mes
1400,10338,C014,Valentina Soto,2024-07-03,Llamada,Acuerdo firmado,"Disputa factura, enviada a revisión"
1401,10338,C014,Valentina Soto,2023-07-13,Email,Promesa de pago,Promete pago al 15 del mes
1402,10339,C011,María González,2024-01-23,WhatsApp,Sin respuesta,Acuerdo de cuotas establecido
1403,10339,C011,María González,2024-08-29,Email,Sin respuesta,
1404,10339,C011,María González,2024-03-23,Email,Contactado,Solicita plazo adicional de 30 días
1405,10339,C011,María González,2024-06-18,Llamada,Acuerdo firmado,"Disputa factura, enviada a revisión"
1406,10339,C011,María González,2024-07-29,Carta,Sin respuesta,
1407,10339,C011,María González,2024-06-25,Visita,Sin respuesta,Cliente indica que pagará fin de mes
1408,10339,C011,María González,2024-11-14,Llamada,Promesa de pago,
1409,10339,C011,María González,2024-04-28,Carta,Acuerdo firmado,Solicita plazo adicional de 30 días
1410,10340,C015,Paola Muñoz,2025-01-04,Email,Sin respuesta,Promete pago al 15 del mes
1411,10340,C015,Paola Muñoz,2025-01-31,Visita,Número equivocado,Solicita plazo adicional de 30 días
1412,10340,C015,Paola Muñoz,2025-02-14,Llamada,Acuerdo firmado,Cliente indica que pagará fin de mes
1413,10340,C015,Paola Muñoz,2025-01-03,Email,Promesa de pago,Acuerdo de cuotas establecido
1414,10340,C015,Paola Muñoz,2025-02-27,Llamada,Número equivocado,"Disputa factura, enviada a revisión"
1415,10340,C015,Paola Muñoz,2025-02-05,Visita,Sin respuesta,No se pudo contactar
1416,10340,C015,Paola Muñoz,2025-01-20,Llamada,Contactado,Cliente informó quiebra inminente
1417,10342,C002,Andrés Torres,2025-02-03,Email,Promesa de pago,"Disputa factura, enviada a revisión"
1418,10342,C002,Andrés Torres,2025-02-07,Llamada,Acuerdo firmado,Cliente indica que pagará fin de mes
1419,10342,C002,Andrés Torres,2025-01-10,Visita,Acuerdo firmado,Cliente informó quiebra inminente
1420,10342,C002,Andrés Torres,2025-02-22,Visita,No contesta,Promete pago al 15 del mes
1421,10342,C002,Andrés Torres,2025-01-08,Llamada,Promesa de pago,No se pudo contactar
1422,10342,C002,Andrés Torres,2025-02-20,Email,Promesa de pago,
1423,10342,C002,Andrés Torres,2025-02-06,Visita,Contactado,No se pudo contactar
1424,10343,C008,Paola Muñoz,2024-12-18,Email,Acuerdo firmado,Acuerdo de cuotas establecido
1425,10343,C008,Paola Muñoz,2024-03-10,Email,Contactado,No se pudo contactar
1426,10343,C008,Paola Muñoz,2024-03-26,Carta,Contactado,Promete pago al 15 del mes
1427,10343,C008,Paola Muñoz,2024-03-17,Llamada,Número equivocado,Cliente indica que pagará fin de mes
1428,10344,C012,Paola Muñoz,2024-06-06,Visita,Promesa de pago,Solicita plazo adicional de 30 días
1429,10344,C012,Paola Muñoz,2024-07-08,Llamada,Número equivocado,"Disputa factura, enviada a revisión"
1430,10344,C012,Paola Muñoz,2024-11-01,Llamada,Número equivocado,No se pudo contactar
1431,10344,C012,Paola Muñoz,2024-10-05,Carta,Acuerdo firmado,Cliente indica que pagará fin de mes
1432,10344,C012,Paola Muñoz,2025-01-20,Llamada,Contactado,Promete pago al 15 del mes
1433,10345,C009,María González,2024-02-29,Carta,No contesta,"Disputa factura, enviada a revisión"
1434,10345,C009,María González,2023-09-20,Llamada,Acuerdo firmado,Cliente indica que pagará fin de mes
1435,10345,C009,María González,2023-07-03,Carta,No contesta,No se pudo contactar
1436,10345,C009,María González,2024-01-30,Llamada,Número equivocado,Solicita plazo adicional de 30 días
1437,10346,C008,Paola Muñoz,2023-11-18,Visita,Sin respuesta,No se pudo contactar
1438,10346,C008,Paola Muñoz,2024-12-17,Carta,Promesa de pago,"Disputa factura, enviada a revisión"
1439,10346,C008,Paola Muñoz,2024-09-10,Email,Sin respuesta,Promete pago al 15 del mes
1440,10347,C014,Carlos Rojas,2025-01-06,Email,No contesta,No se pudo contactar
1441,10347,C014,Carlos Rojas,2025-02-05,Carta,No contesta,Cliente indica que pagará fin de mes
1442,10347,C014,Carlos Rojas,2025-02-11,Carta,Contactado,Promete pago al 15 del mes
1443,10347,C014,Carlos Rojas,2025-01-18,Visita,No contesta,No se pudo contactar
1444,10347,C014,Carlos Rojas,2025-01-26,WhatsApp,Promesa de pago,Cliente indica que pagará fin de mes
1445,10347,C014,Carlos Rojas,2024-12-30,Email,Acuerdo firmado,Acuerdo de cuotas establecido
1446,10347,C014,Carlos Rojas,2025-02-23,Llamada,Número equivocado,Solicita plazo adicional de 30 días
1447,10348,C015,Carlos Rojas,2024-11-07,WhatsApp,Promesa de pago,Promete pago al 15 del mes
1448,10348,C015,Carlos Rojas,2024-11-17,Carta,No contesta,Cliente informó quiebra inminente
1449,10348,C015,Carlos Rojas,2025-02-14,Llamada,Promesa de pago,Cliente indica que pagará fin de mes
1450,10348,C015,Carlos Rojas,2025-02-05,Visita,Sin respuesta,"Disputa factura, enviada a revisión"
1451,10348,C015,Carlos Rojas,2025-02-19,WhatsApp,Número equivocado,Cliente indica que pagará fin de mes
1452,10349,C009,Andrés Torres,2024-07-28,WhatsApp,Contactado,Acuerdo de cuotas establecido
1453,10349,C009,Andrés Torres,2024-09-21,Visita,No contesta,No se pudo contactar
1454,10349,C009,Andrés Torres,2024-08-07,Email,Promesa de pago,
1455,10349,C009,Andrés Torres,2024-10-06,Email,No contesta,Promete pago al 15 del mes
1456,10350,C002,Carlos Rojas,2024-05-27,Email,Número equivocado,
1457,10350,C002,Carlos Rojas,2024-10-23,Email,Promesa de pago,Cliente informó quiebra inminente
1458,10350,C002,Carlos Rojas,2024-05-28,WhatsApp,Acuerdo firmado,Acuerdo de cuotas establecido
1459,10350,C002,Carlos Rojas,2024-05-20,Email,Número equivocado,Cliente informó quiebra inminente
1460,10351,C006,Valentina Soto,2023-11-25,Email,Sin respuesta,Cliente indica que pagará fin de mes
1461,10351,C006,Valentina Soto,2025-01-30,Email,Número equivocado,"Disputa factura, enviada a revisión"
1462,10351,C006,Valentina Soto,2024-12-03,Visita,Sin respuesta,Cliente informó quiebra inminente
1463,10351,C006,Valentina Soto,2023-09-25,Visita,Número equivocado,Cliente indica que pagará fin de mes
1464,10351,C006,Valentina Soto,2023-05-27,Visita,Contactado,"Disputa factura, enviada a revisión"
1465,10351,C006,Valentina Soto,2023-05-14,Email,No contesta,Solicita plazo adicional de 30 días
1466,10352,C005,Andrés Torres,2024-09-16,WhatsApp,Sin respuesta,"Disputa factura, enviada a revisión"
1467,10352,C005,Andrés Torres,2024-10-02,WhatsApp,Contactado,Promete pago al 15 del mes
1468,10353,C015,Paola Muñoz,2024-05-05,Email,Número equivocado,"Disputa factura, enviada a revisión"
1469,10353,C015,Paola Muñoz,2024-04-01,Visita,No contesta,"Disputa factura, enviada a revisión"
1470,10353,C015,Paola Muñoz,2024-05-01,Carta,Sin respuesta,
1471,10353,C015,Paola Muñoz,2024-10-18,Email,Promesa de pago,
1472,10353,C015,Paola Muñoz,2024-01-07,Carta,Acuerdo firmado,Promete pago al 15 del mes
1473,10353,C015,Paola Muñoz,2024-02-21,Visita,Acuerdo firmado,Promete pago al 15 del mes
1474,10353,C015,Paola Muñoz,2024-08-12,WhatsApp,Número equivocado,Promete pago al 15 del mes
1475,10353,C015,Paola Muñoz,2024-12-21,Email,Acuerdo firmado,Cliente indica que pagará fin de mes
1476,10354,C007,Paola Muñoz,2024-06-19,Llamada,Promesa de pago,Solicita plazo adicional de 30 días
1477,10354,C007,Paola Muñoz,2024-10-26,Email,Promesa de pago,Promete pago al 15 del mes
1478,10354,C007,Paola Muñoz,2024-07-26,Carta,Acuerdo firmado,Acuerdo de cuotas establecido
1479,10354,C007,Paola Muñoz,2024-04-27,WhatsApp,Sin respuesta,
1480,10354,C007,Paola Muñoz,2023-06-21,Carta,No contesta,
1481,10354,C007,Paola Muñoz,2023-10-26,Email,No contesta,Cliente indica que pagará fin de mes
1482,10354,C007,Paola Muñoz,2023-04-22,WhatsApp,Número equivocado,Cliente informó quiebra inminente
1483,10355,C007,Paola Muñoz,2024-12-11,Visita,Acuerdo firmado,Cliente informó quiebra inminente
1484,10355,C007,Paola Muñoz,2024-12-06,Visita,Promesa de pago,No se pudo contactar
1485,10355,C007,Paola Muñoz,2024-12-12,Llamada,Contactado,Promete pago al 15 del mes
1486,10355,C007,Paola Muñoz,2025-01-21,Email,No contesta,Promete pago al 15 del mes
1487,10355,C007,Paola Muñoz,2024-11-03,Carta,Sin respuesta,
1488,10355,C007,Paola Muñoz,2025-02-08,Carta,Número equivocado,Cliente indica que pagará fin de mes
1489,10355,C007,Paola Muñoz,2025-02-12,Visita,Acuerdo firmado,"Disputa factura, enviada a revisión"
1490,10355,C007,Paola Muñoz,2024-10-31,Visita,Contactado,Cliente informó quiebra inminente
1491,10356,C011,María González,2024-11-24,Carta,Sin respuesta,
1492,10357,C006,Carlos Rojas,2024-06-22,Email,Sin respuesta,Solicita plazo adicional de 30 días
1493,10357,C006,Carlos Rojas,2024-02-19,Llamada,Contactado,Promete pago al 15 del mes
1494,10357,C006,Carlos Rojas,2024-09-03,WhatsApp,Contactado,"Disputa factura, enviada a revisión"
1495,10358,C009,Carlos Rojas,2024-06-10,Visita,Promesa de pago,Acuerdo de cuotas establecido
1496,10358,C009,Carlos Rojas,2024-11-29,WhatsApp,Número equivocado,Promete pago al 15 del mes
1497,10358,C009,Carlos Rojas,2025-01-12,Carta,Número equivocado,Promete pago al 15 del mes
1498,10358,C009,Carlos Rojas,2024-05-02,Llamada,Número equivocado,Cliente informó quiebra inminente
1499,10358,C009,Carlos Rojas,2024-05-30,Carta,Número equivocado,"Disputa factura, enviada a revisión"
1500,10358,C009,Carlos Rojas,2024-10-07,Carta,Contactado,Solicita plazo adicional de 30 días
1501,10358,C009,Carlos Rojas,2024-11-24,Llamada,Contactado,No se pudo contactar
1502,10359,C013,Valentina Soto,2024-12-11,Visita,Número equivocado,Acuerdo de cuotas establecido
1503,10359,C013,Valentina Soto,2025-02-02,Visita,No contesta,Solicita plazo adicional de 30 días
1504,10359,C013,Valentina Soto,2024-11-02,Email,Número equivocado,Solicita plazo adicional de 30 días
1505,10359,C013,Valentina Soto,2024-09-18,Visita,No contesta,No se pudo contactar
1506,10359,C013,Valentina Soto,2024-11-22,WhatsApp,No contesta,Solicita plazo adicional de 30 días
1507,10359,C013,Valentina Soto,2024-09-19,Llamada,Número equivocado,Solicita plazo adicional de 30 días
1508,10359,C013,Valentina Soto,2025-02-22,Email,Promesa de pago,Promete pago al 15 del mes
1509,10360,C006,Valentina Soto,2025-02-07,WhatsApp,Contactado,Solicita plazo adicional de 30 días
1510,10360,C006,Valentina Soto,2024-11-29,Carta,Contactado,Promete pago al 15 del mes
1511,10360,C006,Valentina Soto,2024-12-04,Carta,Contactado,Cliente informó quiebra inminente
1512,10360,C006,Valentina Soto,2024-11-22,WhatsApp,No contesta,
1513,10360,C006,Valentina Soto,2025-01-20,Llamada,Contactado,Cliente indica que pagará fin de mes
1514,10360,C006,Valentina Soto,2024-12-23,Llamada,Número equivocado,Cliente indica que pagará fin de mes
1515,10360,C006,Valentina Soto,2024-12-01,Email,Sin respuesta,Cliente indica que pagará fin de mes
1516,10360,C006,Valentina Soto,2025-01-06,WhatsApp,Sin respuesta,Acuerdo de cuotas establecido
1517,10361,C010,Paola Muñoz,2024-11-08,Carta,Sin respuesta,Promete pago al 15 del mes
1518,10361,C010,Paola Muñoz,2024-08-30,Carta,Número equivocado,Cliente informó quiebra inminente
1519,10361,C010,Paola Muñoz,2024-08-19,Email,Promesa de pago,Promete pago al 15 del mes
1520,10361,C010,Paola Muñoz,2024-09-20,WhatsApp,Contactado,Cliente informó quiebra inminente
1521,10361,C010,Paola Muñoz,2024-08-27,Llamada,Contactado,
1522,10361,C010,Paola Muñoz,2024-10-02,Email,Contactado,No se pudo contactar
1523,10361,C010,Paola Muñoz,2024-12-07,Carta,Número equivocado,"Disputa factura, enviada a revisión"
1524,10361,C010,Paola Muñoz,2024-09-15,Visita,Sin respuesta,
1525,10362,C014,María González,2025-01-24,Email,Contactado,Cliente informó quiebra inminente
1526,10362,C014,María González,2023-04-06,Carta,Contactado,Cliente informó quiebra inminente
1527,10362,C014,María González,2025-02-11,Visita,No contesta,
1528,10362,C014,María González,2024-05-02,WhatsApp,Contactado,Cliente informó quiebra inminente
1529,10362,C014,María González,2024-05-31,Visita,Número equivocado,No se pudo contactar
1530,10362,C014,María González,2024-04-17,Carta,Sin respuesta,"Disputa factura, enviada a revisión"
1531,10362,C014,María González,2023-08-13,WhatsApp,Sin respuesta,Cliente indica que pagará fin de mes
1532,10363,C010,Paola Muñoz,2024-08-23,Llamada,Promesa de pago,
1533,10363,C010,Paola Muñoz,2024-03-08,Visita,Contactado,
1534,10363,C010,Paola Muñoz,2024-11-16,WhatsApp,No contesta,"Disputa factura, enviada a revisión"
1535,10364,C010,Carlos Rojas,2024-03-14,Llamada,Contactado,Promete pago al 15 del mes
1536,10364,C010,Carlos Rojas,2023-10-21,Email,Promesa de pago,Promete pago al 15 del mes
1537,10364,C010,Carlos Rojas,2024-07-05,Email,Número equivocado,Acuerdo de cuotas establecido
1538,10364,C010,Carlos Rojas,2025-01-21,Llamada,Número equivocado,Solicita plazo adicional de 30 días
1539,10366,C001,Andrés Torres,2024-10-02,Carta,No contesta,No se pudo contactar
1540,10366,C001,Andrés Torres,2025-02-20,Carta,Acuerdo firmado,Promete pago al 15 del mes
1541,10366,C001,Andrés Torres,2025-02-23,WhatsApp,Acuerdo firmado,"Disputa factura, enviada a revisión"
1542,10366,C001,Andrés Torres,2024-11-05,Carta,Contactado,Acuerdo de cuotas establecido
1543,10366,C001,Andrés Torres,2024-10-01,Llamada,Contactado,Cliente informó quiebra inminente
1544,10366,C001,Andrés Torres,2025-02-07,Email,Número equivocado,No se pudo contactar
1545,10366,C001,Andrés Torres,2025-02-02,Carta,No contesta,Cliente informó quiebra inminente
1546,10366,C001,Andrés Torres,2024-12-15,WhatsApp,Número equivocado,Cliente indica que pagará fin de mes
1547,10367,C007,Andrés Torres,2023-11-06,WhatsApp,Sin respuesta,"Disputa factura, enviada a revisión"
1548,10367,C007,Andrés Torres,2024-10-05,Visita,Promesa de pago,Cliente informó quiebra inminente
1549,10367,C007,Andrés Torres,2024-01-11,WhatsApp,Número equivocado,"Disputa factura, enviada a revisión"
1550,10367,C007,Andrés Torres,2023-12-22,Visita,Contactado,
1551,10367,C007,Andrés Torres,2024-07-23,Email,Promesa de pago,"Disputa factura, enviada a revisión"
1552,10369,C009,Andrés Torres,2025-01-09,Email,Sin respuesta,Acuerdo de cuotas establecido
1553,10369,C009,Andrés Torres,2024-02-27,Llamada,Sin respuesta,Cliente informó quiebra inminente
1554,10369,C009,Andrés Torres,2024-08-12,WhatsApp,Número equivocado,No se pudo contactar
1555,10369,C009,Andrés Torres,2024-07-07,WhatsApp,Acuerdo firmado,"Disputa factura, enviada a revisión"
1556,10369,C009,Andrés Torres,2025-02-18,Carta,Número equivocado,Promete pago al 15 del mes
1557,10369,C009,Andrés Torres,2023-11-30,Carta,No contesta,"Disputa factura, enviada a revisión"
1558,10369,C009,Andrés Torres,2024-05-18,Llamada,No contesta,
1559,10369,C009,Andrés Torres,2024-11-05,Carta,Número equivocado,Solicita plazo adicional de 30 días
1560,10370,C007,Valentina Soto,2024-10-09,Visita,Promesa de pago,Promete pago al 15 del mes
1561,10371,C009,Carlos Rojas,2024-08-24,Visita,Acuerdo firmado,No se pudo contactar
1562,10371,C009,Carlos Rojas,2024-11-24,Carta,Promesa de pago,"Disputa factura, enviada a revisión"
1563,10371,C009,Carlos Rojas,2025-02-20,WhatsApp,Acuerdo firmado,No se pudo contactar
1564,10371,C009,Carlos Rojas,2024-05-05,Carta,Sin respuesta,Cliente indica que pagará fin de mes
1565,10371,C009,Carlos Rojas,2025-02-25,Carta,Acuerdo firmado,Solicita plazo adicional de 30 días
1566,10371,C009,Carlos Rojas,2024-12-19,Email,Acuerdo firmado,
1567,10371,C009,Carlos Rojas,2024-07-26,Email,No contesta,"Disputa factura, enviada a revisión"
1568,10371,C009,Carlos Rojas,2024-06-07,Llamada,Promesa de pago,No se pudo contactar
1569,10372,C005,Paola Muñoz,2024-12-29,Visita,Número equivocado,Solicita plazo adicional de 30 días
1570,10372,C005,Paola Muñoz,2024-10-08,Llamada,Promesa de pago,
1571,10372,C005,Paola Muñoz,2024-11-08,Llamada,Contactado,Cliente informó quiebra inminente
1572,10373,C012,Paola Muñoz,2024-01-15,Visita,No contesta,Cliente indica que pagará fin de mes
1573,10373,C012,Paola Muñoz,2023-12-30,Email,Acuerdo firmado,
1574,10373,C012,Paola Muñoz,2024-04-02,WhatsApp,No contesta,Promete pago al 15 del mes
1575,10373,C012,Paola Muñoz,2024-12-01,Llamada,Acuerdo firmado,Promete pago al 15 del mes
1576,10373,C012,Paola Muñoz,2024-03-19,Visita,Promesa de pago,Cliente indica que pagará fin de mes
1577,10373,C012,Paola Muñoz,2023-12-31,Llamada,Contactado,No se pudo contactar
1578,10373,C012,Paola Muñoz,2024-07-07,WhatsApp,No contesta,Cliente indica que pagará fin de mes
1579,10375,C010,Andrés Torres,2025-02-26,Llamada,Sin respuesta,Solicita plazo adicional de 30 días
1580,10375,C010,Andrés Torres,2025-02-28,Visita,Número equivocado,Promete pago al 15 del mes
1581,10375,C010,Andrés Torres,2025-02-26,WhatsApp,No contesta,No se pudo contactar
1582,10375,C010,Andrés Torres,2025-02-27,Llamada,Número equivocado,Solicita plazo adicional de 30 días
1583,10375,C010,Andrés Torres,2025-02-28,Llamada,Acuerdo firmado,
1584,10375,C010,Andrés Torres,2025-02-23,WhatsApp,Sin respuesta,No se pudo contactar
1585,10375,C010,Andrés Torres,2025-02-25,Llamada,No contesta,Solicita plazo adicional de 30 días
1586,10375,C010,Andrés Torres,2025-02-22,WhatsApp,Acuerdo firmado,Cliente informó quiebra inminente
1587,10376,C013,María González,2023-09-08,Email,Sin respuesta,"Disputa factura, enviada a revisión"
