folio,cliente_id,cliente_nombre,industria,segmento,ejecutivo,fecha_emision,fecha_vencimiento,dias_mora,tramo_mora,monto_original,monto_pagado,saldo_deudor,estado,region
10309,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2024-06-15,2024-08-14,199,>180 días,13024000.0,6319000.0,6705000.0,Acuerdo de Pago,Metropolitana
10310,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2024-09-08,2024-10-23,129,91-180 días,2803000.0,29000.0,2774000.0,Castigada,Metropolitana
10311,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2023-12-02,2024-01-31,395,>180 días,75292000.0,2266000.0,73026000.0,Castigada,Antofagasta
10312,C003,Clínica Santa María SpA,Salud,Mediana,Paola Muñoz,2024-12-07,2025-03-07,0,0-30 días,1943000.0,0.0,1943000.0,Vigente,Antofagasta
10313,C001,Constructora Los Andes Ltda.,Construcción,Grande,Valentina Soto,2025-01-14,2025-03-15,0,0-30 días,30941000.0,0.0,30941000.0,Vigente,Antofagasta
10314,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-10-16,2024-11-15,106,91-180 días,14629000.0,5850000.0,8779000.0,Acuerdo de Pago,Biobío
10315,C009,Minera Altiplano S.A.,Minería,Grande,María González,2025-02-06,2025-03-23,0,0-30 días,14756000.0,0.0,14756000.0,Vigente,Valparaíso
10316,C014,Hotel Costanera SpA,Turismo,Mediana,María González,2024-09-14,2024-12-13,78,61-90 días,5531000.0,0.0,5531000.0,En Gestión,Valparaíso
10317,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2024-10-22,2024-12-21,70,61-90 días,62781000.0,0.0,62781000.0,En Gestión,Metropolitana
10318,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2023-06-07,2023-09-05,543,>180 días,1336000.0,375000.0,961000.0,Acuerdo de Pago,Antofagasta
10319,C013,Seguros Continental S.A.,Seguros,Grande,Andrés Torres,2023-03-20,2023-05-04,667,>180 días,17272000.0,381000.0,16891000.0,Castigada,Biobío
10320,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2023-10-13,2023-11-27,460,>180 días,10527000.0,2203000.0,8324000.0,Acuerdo de Pago,Valparaíso
10321,C008,Corporación Educacional Norte,Educación,Mediana,María González,2024-06-14,2024-09-12,170,91-180 días,3115000.0,0.0,3115000.0,En Gestión,Biobío
10322,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2023-09-24,2023-12-23,434,>180 días,75771000.0,3013000.0,72758000.0,Castigada,Biobío
10323,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,María González,2024-05-17,2024-07-01,243,>180 días,1287000.0,115000.0,1172000.0,Castigada,Antofagasta
10324,C003,Clínica Santa María SpA,Salud,Mediana,María González,2024-12-31,2025-03-31,0,0-30 días,3983000.0,0.0,3983000.0,Vigente,Biobío
10325,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2023-12-22,2024-01-21,405,>180 días,6159000.0,291000.0,5868000.0,Castigada,Biobío
10326,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2023-06-11,2023-07-26,584,>180 días,3597000.0,1477000.0,2120000.0,Acuerdo de Pago,Valparaíso
10327,C002,Supermercados Del Sur S.A.,Retail,Grande,Andrés Torres,2023-07-25,2023-09-08,540,>180 días,62819000.0,3934000.0,58885000.0,Castigada,Metropolitana
10328,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2024-07-21,2024-09-19,163,91-180 días,14843000.0,915000.0,13928000.0,Castigada,Valparaíso
10329,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Andrés Torres,2023-03-30,2023-04-29,672,>180 días,440000.0,6000.0,434000.0,Castigada,Araucanía
10330,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2024-02-24,2024-03-25,341,>180 días,682000.0,34000.0,648000.0,Castigada,Metropolitana
10331,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2024-04-22,2024-06-21,253,>180 días,9148000.0,730000.0,8418000.0,Castigada,Araucanía
10332,C003,Clínica Santa María SpA,Salud,Mediana,María González,2023-05-13,2023-08-11,568,>180 días,7373000.0,53000.0,7320000.0,Castigada,Metropolitana
10333,C009,Minera Altiplano S.A.,Minería,Grande,Paola Muñoz,2023-06-06,2023-08-05,574,>180 días,34437000.0,1004000.0,33433000.0,Castigada,Valparaíso
10334,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2024-06-15,2024-08-14,199,>180 días,57124000.0,6618000.0,50506000.0,Acuerdo de Pago,Valparaíso
10335,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2024-07-18,2024-09-16,166,91-180 días,2469000.0,1221000.0,1248000.0,Acuerdo de Pago,Araucanía
10336,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2023-04-06,2023-05-21,650,>180 días,15687000.0,1102000.0,14585000.0,Castigada,Valparaíso
10337,C003,Clínica Santa María SpA,Salud,Mediana,Valentina Soto,2024-11-05,2025-01-04,56,31-60 días,1137000.0,0.0,1137000.0,Vencida,Metropolitana
10338,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2023-01-30,2023-03-01,731,>180 días,2230000.0,7000.0,2223000.0,Castigada,Biobío
10339,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2023-08-04,2023-11-02,485,>180 días,6557000.0,372000.0,6185000.0,Castigada,Antofagasta
10340,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2024-10-04,2024-12-03,88,61-90 días,680000.0,114000.0,566000.0,Acuerdo de Pago,Antofagasta
10341,C004,Transportes Rápido Ltda.,Logística,Pequeña,Paola Muñoz,2024-12-02,2025-03-02,0,0-30 días,2149000.0,0.0,2149000.0,Vigente,Antofagasta
10342,C002,Supermercados Del Sur S.A.,Retail,Grande,Andrés Torres,2024-12-06,2025-01-05,55,31-60 días,7369000.0,0.0,7369000.0,En Gestión,Antofagasta
10343,C008,Corporación Educacional Norte,Educación,Mediana,Paola Muñoz,2023-07-28,2023-09-26,522,>180 días,10927000.0,780000.0,10147000.0,Castigada,Biobío
10344,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2023-12-20,2024-03-19,347,>180 días,2463000.0,20000.0,2443000.0,Castigada,Araucanía
10345,C009,Minera Altiplano S.A.,Minería,Grande,María González,2023-04-19,2023-06-18,622,>180 días,72111000.0,3262000.0,68849000.0,Castigada,Biobío
10346,C008,Corporación Educacional Norte,Educación,Mediana,Paola Muñoz,2023-09-11,2023-10-26,492,>180 días,8370000.0,68000.0,8302000.0,Castigada,Antofagasta
10347,C014,Hotel Costanera SpA,Turismo,Mediana,Carlos Rojas,2024-09-22,2024-12-21,70,61-90 días,4459000.0,0.0,4459000.0,En Gestión,Biobío
10348,C015,Servicios Generales del Sur,Servicios,Pequeña,Carlos Rojas,2024-08-14,2024-10-13,139,91-180 días,2930000.0,688000.0,2242000.0,Acuerdo de Pago,Antofagasta
10349,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-04-23,2024-07-22,222,>180 días,18659000.0,5584000.0,13075000.0,Acuerdo de Pago,Metropolitana
10350,C002,Supermercados Del Sur S.A.,Retail,Grande,Carlos Rojas,2024-02-07,2024-05-07,298,>180 días,46652000.0,23258000.0,23394000.0,Acuerdo de Pago,Araucanía
10351,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2023-02-19,2023-03-21,711,>180 días,78109000.0,5313000.0,72796000.0,Castigada,Antofagasta
10352,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-07-03,2024-08-02,211,>180 días,1429000.0,407000.0,1022000.0,Acuerdo de Pago,Valparaíso
10353,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2023-09-28,2023-11-27,460,>180 días,2254000.0,609000.0,1645000.0,Acuerdo de Pago,Metropolitana
10354,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2023-02-22,2023-04-08,693,>180 días,2964000.0,12000.0,2952000.0,Castigada,Metropolitana
10355,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2024-05-31,2024-08-29,184,>180 días,1372000.0,535000.0,837000.0,Acuerdo de Pago,Araucanía
10356,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2024-09-17,2024-10-17,135,91-180 días,13228000.0,3554000.0,9674000.0,Acuerdo de Pago,Antofagasta
10357,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2023-12-14,2024-02-12,383,>180 días,25762000.0,4747000.0,21015000.0,Acuerdo de Pago,Araucanía
10358,C009,Minera Altiplano S.A.,Minería,Grande,Carlos Rojas,2024-02-16,2024-03-17,349,>180 días,51722000.0,680000.0,51042000.0,Castigada,Biobío
10359,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2024-04-30,2024-07-29,215,>180 días,58687000.0,1394000.0,57293000.0,Castigada,Valparaíso
10360,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2024-09-19,2024-11-18,103,91-180 días,77855000.0,23116000.0,54739000.0,Acuerdo de Pago,Biobío
10361,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2023-12-11,2024-03-10,356,>180 días,1391000.0,426000.0,965000.0,Acuerdo de Pago,Antofagasta
10362,C014,Hotel Costanera SpA,Turismo,Mediana,María González,2023-01-18,2023-03-19,713,>180 días,9301000.0,364000.0,8937000.0,Castigada,Antofagasta
10363,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2023-11-12,2023-12-12,445,>180 días,2005000.0,65000.0,1940000.0,Castigada,Araucanía
10364,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2023-08-22,2023-09-21,527,>180 días,2912000.0,132000.0,2780000.0,Castigada,Araucanía
10365,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Carlos Rojas,2025-01-08,2025-04-08,0,0-30 días,2029000.0,0.0,2029000.0,Vigente,Valparaíso
10366,C001,Constructora Los Andes Ltda.,Construcción,Grande,Andrés Torres,2024-08-09,2024-09-08,174,91-180 días,43983000.0,11979000.0,32004000.0,Acuerdo de Pago,Biobío
10367,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Andrés Torres,2023-06-05,2023-09-03,545,>180 días,2150000.0,359000.0,1791000.0,Acuerdo de Pago,Araucanía
10368,C013,Seguros Continental S.A.,Seguros,Grande,María González,2024-09-18,2024-12-17,74,61-90 días,17571000.0,0.0,17571000.0,Vencida,Valparaíso
10369,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2023-08-01,2023-09-30,518,>180 días,54785000.0,23134000.0,31651000.0,Acuerdo de Pago,Araucanía
10370,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Valentina Soto,2023-11-18,2024-01-02,424,>180 días,697000.0,8000.0,689000.0,Castigada,Biobío
10371,C009,Minera Altiplano S.A.,Minería,Grande,Carlos Rojas,2023-12-29,2024-02-27,368,>180 días,25231000.0,2363000.0,22868000.0,Castigada,Valparaíso
10372,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Paola Muñoz,2024-07-25,2024-09-23,159,91-180 días,2710000.0,1283000.0,1427000.0,Acuerdo de Pago,Biobío
10373,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2023-08-01,2023-10-30,488,>180 días,221000.0,3000.0,218000.0,Castigada,Araucanía
10374,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2025-01-08,2025-03-09,0,0-30 días,114000.0,0.0,114000.0,Vigente,Metropolitana
10375,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Andrés Torres,2024-11-23,2025-02-21,8,0-30 días,2617000.0,0.0,2617000.0,En Gestión,Biobío
10376,C013,Seguros Continental S.A.,Seguros,Grande,María González,2023-05-30,2023-07-29,581,>180 días,39105000.0,2608000.0,36497000.0,Castigada,Biobío
10377,C015,Servicios Generales del Sur,Servicios,Pequeña,Carlos Rojas,2024-03-28,2024-05-27,278,>180 días,993000.0,379000.0,614000.0,Acuerdo de Pago,Valparaíso
10378,C014,Hotel Costanera SpA,Turismo,Mediana,Paola Muñoz,2024-07-05,2024-09-03,179,91-180 días,10428000.0,0.0,10428000.0,En Gestión,Valparaíso
10379,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2024-09-22,2024-11-06,115,91-180 días,12043000.0,5386000.0,6657000.0,Acuerdo de Pago,Valparaíso
10380,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2023-08-27,2023-09-26,522,>180 días,10697000.0,1010000.0,9687000.0,Castigada,Antofagasta
10381,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2024-11-28,2025-01-12,48,31-60 días,56244000.0,0.0,56244000.0,En Gestión,Valparaíso
10382,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2024-10-30,2025-01-28,32,31-60 días,188000.0,89000.0,99000.0,Acuerdo de Pago,Biobío
10383,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2023-10-20,2023-11-19,468,>180 días,56715000.0,20619000.0,36096000.0,Acuerdo de Pago,Araucanía
10384,C004,Transportes Rápido Ltda.,Logística,Pequeña,Carlos Rojas,2024-07-01,2024-07-31,213,>180 días,409000.0,149000.0,260000.0,Acuerdo de Pago,Antofagasta
10385,C015,Servicios Generales del Sur,Servicios,Pequeña,Andrés Torres,2023-06-30,2023-07-30,580,>180 días,2934000.0,771000.0,2163000.0,Acuerdo de Pago,Antofagasta
10386,C003,Clínica Santa María SpA,Salud,Mediana,María González,2025-02-05,2025-04-06,0,0-30 días,11953000.0,0.0,11953000.0,Vigente,Metropolitana
10387,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Paola Muñoz,2024-08-04,2024-09-03,179,91-180 días,13299000.0,0.0,13299000.0,En Gestión,Biobío
10388,C008,Corporación Educacional Norte,Educación,Mediana,Carlos Rojas,2024-10-18,2025-01-16,44,31-60 días,10346000.0,0.0,10346000.0,Vencida,Araucanía
10389,C008,Corporación Educacional Norte,Educación,Mediana,Paola Muñoz,2023-10-07,2023-11-21,466,>180 días,12169000.0,5198000.0,6971000.0,Acuerdo de Pago,Valparaíso
10390,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,María González,2024-04-14,2024-06-13,261,>180 días,117000.0,27000.0,90000.0,Acuerdo de Pago,Biobío
10391,C013,Seguros Continental S.A.,Seguros,Grande,Andrés Torres,2023-10-30,2023-12-14,443,>180 días,32485000.0,1262000.0,31223000.0,Castigada,Antofagasta
10392,C009,Minera Altiplano S.A.,Minería,Grande,María González,2023-12-02,2024-01-01,425,>180 días,38652000.0,878000.0,37774000.0,Castigada,Valparaíso
10393,C003,Clínica Santa María SpA,Salud,Mediana,María González,2024-05-03,2024-07-02,242,>180 días,9448000.0,3286000.0,6162000.0,Acuerdo de Pago,Biobío
10394,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2023-08-30,2023-11-28,459,>180 días,2604000.0,801000.0,1803000.0,Acuerdo de Pago,Biobío
10395,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2025-01-10,2025-02-09,20,0-30 días,1090000.0,0.0,1090000.0,Vencida,Valparaíso
10396,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2024-11-14,2024-12-14,77,61-90 días,33515000.0,10505000.0,23010000.0,Acuerdo de Pago,Antofagasta
10397,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2024-05-29,2024-07-28,216,>180 días,11708000.0,4534000.0,7174000.0,Acuerdo de Pago,Biobío
10398,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Andrés Torres,2023-08-15,2023-09-29,519,>180 días,668000.0,69000.0,599000.0,Acuerdo de Pago,Valparaíso
10399,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2025-02-04,2025-04-05,0,0-30 días,13572000.0,0.0,13572000.0,Vigente,Araucanía
10400,C015,Servicios Generales del Sur,Servicios,Pequeña,Valentina Soto,2024-04-27,2024-06-11,263,>180 días,2810000.0,676000.0,2134000.0,Acuerdo de Pago,Metropolitana
10401,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2024-04-02,2024-06-01,273,>180 días,12607000.0,359000.0,12248000.0,Castigada,Metropolitana
10402,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2024-07-14,2024-08-28,185,>180 días,28047000.0,873000.0,27174000.0,Castigada,Valparaíso
10403,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-06-16,2024-09-14,168,91-180 días,50775000.0,13477000.0,37298000.0,Acuerdo de Pago,Araucanía
10404,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2023-04-04,2023-07-03,607,>180 días,3536000.0,610000.0,2926000.0,Acuerdo de Pago,Valparaíso
10405,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2024-03-01,2024-05-30,275,>180 días,44387000.0,2518000.0,41869000.0,Castigada,Antofagasta
10406,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2023-11-12,2023-12-12,445,>180 días,14481000.0,1167000.0,13314000.0,Castigada,Valparaíso
10407,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,María González,2023-03-16,2023-04-15,686,>180 días,1936000.0,184000.0,1752000.0,Castigada,Araucanía
10408,C001,Constructora Los Andes Ltda.,Construcción,Grande,Andrés Torres,2023-03-12,2023-06-10,630,>180 días,50121000.0,1143000.0,48978000.0,Castigada,Valparaíso
10409,C013,Seguros Continental S.A.,Seguros,Grande,Andrés Torres,2023-05-19,2023-08-17,562,>180 días,20903000.0,1756000.0,19147000.0,Castigada,Antofagasta
10410,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2024-01-22,2024-04-21,314,>180 días,5948000.0,464000.0,5484000.0,Castigada,Valparaíso
10411,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Valentina Soto,2023-12-23,2024-01-22,404,>180 días,12517000.0,836000.0,11681000.0,Castigada,Antofagasta
10412,C009,Minera Altiplano S.A.,Minería,Grande,María González,2023-05-11,2023-06-25,615,>180 días,12165000.0,4071000.0,8094000.0,Acuerdo de Pago,Biobío
10413,C008,Corporación Educacional Norte,Educación,Mediana,Carlos Rojas,2024-11-20,2025-02-18,11,0-30 días,11316000.0,0.0,11316000.0,Vencida,Valparaíso
10414,C008,Corporación Educacional Norte,Educación,Mediana,María González,2023-12-21,2024-02-04,391,>180 días,2340000.0,150000.0,2190000.0,Castigada,Metropolitana
10415,C013,Seguros Continental S.A.,Seguros,Grande,María González,2024-11-07,2025-02-05,24,0-30 días,50532000.0,0.0,50532000.0,En Gestión,Valparaíso
10416,C004,Transportes Rápido Ltda.,Logística,Pequeña,Andrés Torres,2023-03-10,2023-04-09,692,>180 días,1541000.0,152000.0,1389000.0,Castigada,Araucanía
10417,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2024-12-21,2025-01-20,40,31-60 días,10732000.0,0.0,10732000.0,En Gestión,Antofagasta
10418,C008,Corporación Educacional Norte,Educación,Mediana,María González,2023-08-28,2023-10-12,506,>180 días,11046000.0,5484000.0,5562000.0,Acuerdo de Pago,Valparaíso
10419,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2023-10-24,2023-12-08,449,>180 días,14630000.0,4848000.0,9782000.0,Acuerdo de Pago,Biobío
10420,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2024-09-04,2024-11-03,118,91-180 días,348000.0,159000.0,189000.0,Acuerdo de Pago,Araucanía
10421,C004,Transportes Rápido Ltda.,Logística,Pequeña,Valentina Soto,2024-02-28,2024-04-28,307,>180 días,757000.0,27000.0,730000.0,Castigada,Araucanía
10422,C015,Servicios Generales del Sur,Servicios,Pequeña,Andrés Torres,2025-01-22,2025-03-08,0,0-30 días,296000.0,0.0,296000.0,Vigente,Araucanía
10423,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2023-02-18,2023-04-19,682,>180 días,4272000.0,1931000.0,2341000.0,Acuerdo de Pago,Araucanía
10424,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2024-12-14,2025-03-14,0,0-30 días,53816000.0,0.0,53816000.0,Vigente,Valparaíso
10425,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-01-21,2024-03-06,360,>180 días,10373000.0,3783000.0,6590000.0,Acuerdo de Pago,Valparaíso
10426,C014,Hotel Costanera SpA,Turismo,Mediana,Carlos Rojas,2023-08-19,2023-10-18,500,>180 días,11229000.0,1393000.0,9836000.0,Acuerdo de Pago,Antofagasta
10427,C015,Servicios Generales del Sur,Servicios,Pequeña,Valentina Soto,2023-03-01,2023-05-30,641,>180 días,608000.0,229000.0,379000.0,Acuerdo de Pago,Araucanía
10428,C003,Clínica Santa María SpA,Salud,Mediana,Paola Muñoz,2024-02-02,2024-03-18,348,>180 días,8502000.0,383000.0,8119000.0,Castigada,Metropolitana
10429,C015,Servicios Generales del Sur,Servicios,Pequeña,Carlos Rojas,2024-04-05,2024-06-04,270,>180 días,2028000.0,161000.0,1867000.0,Castigada,Metropolitana
10430,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Carlos Rojas,2024-01-22,2024-02-21,374,>180 días,4285000.0,690000.0,3595000.0,Acuerdo de Pago,Araucanía
10431,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2024-11-18,2025-01-02,58,31-60 días,1666000.0,728000.0,938000.0,Acuerdo de Pago,Biobío
10432,C015,Servicios Generales del Sur,Servicios,Pequeña,María González,2023-01-16,2023-03-02,730,>180 días,358000.0,144000.0,214000.0,Acuerdo de Pago,Antofagasta
10433,C015,Servicios Generales del Sur,Servicios,Pequeña,Carlos Rojas,2023-09-06,2023-10-21,497,>180 días,2368000.0,168000.0,2200000.0,Castigada,Araucanía
10434,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2023-10-17,2024-01-15,411,>180 días,7712000.0,278000.0,7434000.0,Castigada,Biobío
10435,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-01-04,2024-04-03,332,>180 días,14117000.0,431000.0,13686000.0,Castigada,Biobío
10436,C015,Servicios Generales del Sur,Servicios,Pequeña,María González,2023-07-28,2023-09-26,522,>180 días,1842000.0,95000.0,1747000.0,Castigada,Araucanía
10437,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2023-08-15,2023-09-29,519,>180 días,7957000.0,677000.0,7280000.0,Castigada,Araucanía
10438,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2025-01-07,2025-04-07,0,0-30 días,437000.0,0.0,437000.0,Vigente,Valparaíso
10439,C004,Transportes Rápido Ltda.,Logística,Pequeña,Carlos Rojas,2023-12-04,2024-01-18,408,>180 días,2646000.0,230000.0,2416000.0,Castigada,Antofagasta
10440,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-11-01,2024-12-31,60,31-60 días,65444000.0,0.0,65444000.0,En Gestión,Antofagasta
10441,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2023-06-22,2023-08-21,558,>180 días,6642000.0,462000.0,6180000.0,Castigada,Antofagasta
10442,C003,Clínica Santa María SpA,Salud,Mediana,María González,2024-07-09,2024-08-08,205,>180 días,14659000.0,1206000.0,13453000.0,Castigada,Metropolitana
10443,C013,Seguros Continental S.A.,Seguros,Grande,Carlos Rojas,2023-01-07,2023-04-07,694,>180 días,14939000.0,728000.0,14211000.0,Castigada,Metropolitana
10444,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2023-06-04,2023-07-04,606,>180 días,607000.0,31000.0,576000.0,Castigada,Biobío
10445,C001,Constructora Los Andes Ltda.,Construcción,Grande,María González,2024-09-24,2024-12-23,68,61-90 días,34900000.0,4442000.0,30458000.0,Acuerdo de Pago,Metropolitana
10446,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2024-07-18,2024-10-16,136,91-180 días,6936000.0,2218000.0,4718000.0,Acuerdo de Pago,Biobío
10447,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2023-10-21,2023-11-20,467,>180 días,77437000.0,3919000.0,73518000.0,Castigada,Valparaíso
10448,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2023-04-09,2023-05-24,647,>180 días,37963000.0,820000.0,37143000.0,Castigada,Araucanía
10449,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,María González,2023-12-29,2024-02-27,368,>180 días,10103000.0,1258000.0,8845000.0,Acuerdo de Pago,Biobío
10450,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2024-04-15,2024-05-30,275,>180 días,269000.0,134000.0,135000.0,Acuerdo de Pago,Biobío
10451,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Andrés Torres,2023-03-24,2023-04-23,678,>180 días,10730000.0,257000.0,10473000.0,Castigada,Antofagasta
10452,C009,Minera Altiplano S.A.,Minería,Grande,Carlos Rojas,2024-05-02,2024-06-01,273,>180 días,15669000.0,158000.0,15511000.0,Castigada,Metropolitana
10453,C008,Corporación Educacional Norte,Educación,Mediana,María González,2024-03-20,2024-05-19,286,>180 días,1872000.0,187000.0,1685000.0,Castigada,Araucanía
10454,C015,Servicios Generales del Sur,Servicios,Pequeña,Valentina Soto,2023-02-13,2023-03-30,702,>180 días,988000.0,62000.0,926000.0,Castigada,Antofagasta
10455,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Paola Muñoz,2023-02-17,2023-03-19,713,>180 días,6965000.0,3167000.0,3798000.0,Acuerdo de Pago,Araucanía
10456,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2024-11-04,2024-12-04,87,61-90 días,1167000.0,0.0,1167000.0,En Gestión,Metropolitana
10457,C004,Transportes Rápido Ltda.,Logística,Pequeña,Andrés Torres,2024-08-24,2024-10-08,144,91-180 días,2227000.0,0.0,2227000.0,En Gestión,Metropolitana
10458,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2023-06-16,2023-07-31,579,>180 días,1154000.0,56000.0,1098000.0,Castigada,Araucanía
10459,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2024-01-29,2024-03-14,352,>180 días,6439000.0,997000.0,5442000.0,Acuerdo de Pago,Araucanía
10460,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Carlos Rojas,2023-12-21,2024-01-20,406,>180 días,135000.0,3000.0,132000.0,Castigada,Metropolitana
10461,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2024-09-11,2024-12-10,81,61-90 días,78191000.0,0.0,78191000.0,Vencida,Metropolitana
10462,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2023-10-07,2024-01-05,421,>180 días,2536000.0,115000.0,2421000.0,Castigada,Araucanía
10463,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Andrés Torres,2024-03-18,2024-05-02,303,>180 días,1516000.0,243000.0,1273000.0,Acuerdo de Pago,Metropolitana
10464,C013,Seguros Continental S.A.,Seguros,Grande,María González,2024-09-25,2024-11-24,97,91-180 días,29351000.0,0.0,29351000.0,En Gestión,Metropolitana
